review_text,rating,date,bank_name,source,sentiment
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play,positive
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play,positive
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play,negative
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play,negative
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,positive
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play,negative
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,positive
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,positive
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play,negative
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,negative
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,negative
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play,negative
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play,negative
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play,negative
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play,positive
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play,positive
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play,positive
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,positive
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,positive
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,positive
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play,negative
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,negative
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,negative
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play,positive
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play,negative
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,positive
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play,positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play,negative
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,positive
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play,positive
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,negative
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play,negative
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,positive
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
perfect,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,positive
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play,negative
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,positive
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,negative
Tnc Cbe,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,positive
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
Why not allowed to pay for fuel?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
ቆንጆ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
Great version,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
Good and easy to use,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
nice app and fast money transfer,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
Really automated...,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
good App,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
bek betam kelal,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
"very good, keep it up",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
there is some issue the process it delay,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive
interesting,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
simple&fast!!!,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
it is very good app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
Very God thanks,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Commercial Bank of Ethiopia,Google Play,negative
halan garidhaa cbe,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
best apps for useing,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive
like it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,positive
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,negative
l love it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,positive
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Commercial Bank of Ethiopia,Google Play,negative
in this update why screenshoot is disabled now it's not working,1,2025-03-28,Commercial Bank of Ethiopia,Google Play,negative
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play,positive
Excellent but needed upgrading!,5,2025-03-28,Commercial Bank of Ethiopia,Google Play,positive
goods app!! pleace update this apps??,4,2025-03-28,Commercial Bank of Ethiopia,Google Play,negative
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Commercial Bank of Ethiopia,Google Play,negative
Fantastic app! I appreciate it very much,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,positive
Convenient app,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,positive
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative
why why u remove screen shoot😡😡,2,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative
very nice one,5,2025-03-26,Commercial Bank of Ethiopia,Google Play,positive
problem solver and the best fast app,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative
you must added dark mode options ❗,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative
cbe,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive
ممتاز جدا جدا,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative
very nice and convenient app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative
it's genuine app..,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive
okay 👌👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative
commercial dank...,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative
it's very good,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
to getting money,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
some times it is difficult to get reciepts for the payment made,1,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative
this app is best,1,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
it's very useful,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
best app and update more features *****,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
best app for this vast digital finanical word,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
this app is my favorite application,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive
Hooo I love this application,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive
Screenshot or slip not working,2,2025-03-22,Commercial Bank of Ethiopia,Google Play,negative
thank you for help,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,Commercial Bank of Ethiopia,Google Play,negative
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive
good app.,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
amazing👌🫶🙏,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,Commercial Bank of Ethiopia,Google Play,positive
Wow its my in,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,positive
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
no screenshot and biometrics on this version wtfk?,3,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
"Not Good, too lame to use",1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
CBE app is great,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive
zaku,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive
its good and saving time,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
full,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive
App is crushing recently. Please update.,4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
It is good but why screenshot is forbidden,4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative
very good app,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative
Reliable bank,5,2025-03-19,Commercial Bank of Ethiopia,Google Play,positive
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative
ጥሩነዉ።,5,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative
It was nice but now it dose not opened the transactions,5,2025-03-18,Commercial Bank of Ethiopia,Google Play,negative
ኧረ ውረድ,5,2025-03-18,Commercial Bank of Ethiopia,Google Play,negative
simple to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive
The apps is good to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive
It's best app but Please add(included) payment of water bill,4,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,Commercial Bank of Ethiopia,Google Play,negative
This is my favorite App,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive
CBE i like,5,2025-03-16,Commercial Bank of Ethiopia,Google Play,positive
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,Commercial Bank of Ethiopia,Google Play,negative
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,Commercial Bank of Ethiopia,Google Play,positive
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative
Very attractive and user-friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
Good apps,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
My special app and my proud bank of Ethiopia.,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
The app need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play,negative
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,negative
"One of the best apps I have used ,",5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
Asela,1,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
I am appreciate this app,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive
I'm very happy using this app. Thanks to developers.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive
CBE birr app is my best choice.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive
Exceptional/incredible,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive
Joyful app,5,2025-03-11,Commercial Bank of Ethiopia,Google Play,positive
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative
It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,1,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative
Simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play,positive
it's not good app,5,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative
"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,Commercial Bank of Ethiopia,Google Play,negative
The great app CBE,5,2025-03-09,Commercial Bank of Ethiopia,Google Play,positive
Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,Commercial Bank of Ethiopia,Google Play,negative
Commercial Bnk Rate this,5,2025-03-08,Commercial Bank of Ethiopia,Google Play,negative
ዋው,5,2025-03-08,Commercial Bank of Ethiopia,Google Play,negative
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive
its so excellent app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive
Due to connection problem,1,2025-03-07,Commercial Bank of Ethiopia,Google Play,negative
Best performing app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive
Best banck in Ethiopia,5,2025-03-06,Commercial Bank of Ethiopia,Google Play,positive
Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,1,2025-03-06,Commercial Bank of Ethiopia,Google Play,negative
Tashoo damisee,4,2025-03-05,Commercial Bank of Ethiopia,Google Play,negative
Why don't install,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,negative
I'm glad to use it.,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,positive
Very good thank you,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive
it's not working good,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,negative
Best service,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive
Best best,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive
I have been a customer of the Commercial Bank of Ethiopia for many years,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,positive
"We need this app to work properly, and it looks like an outdated",2,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative
አሊሳራኝ ም,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative
The app crashes too many times. It's a buggy app,1,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative
Best App,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,positive
